"","-29.87","","","ONLINE RETAIL THING"
"","-0.9","","","RESTAURANT 1"
"","-27.95","","","RESTAURANT 2"
"","-12.42","","","GAS!"
"","-25.11","","","RESTAURANT 3"
"","-41.47","","","FOODPLACE FUEL"
"","-2.86","","","DOCTOR OFFICE"
"","-30.48","","","FOODPLACE 2"
"","-7.23","","","SUPER FOOD PLACE"
"","-91.34","","","HOME SUPPLY"
"","-42.17","","","RESTAURANT 3"
"","-39.92","","","RESTAURANT 1"
"","-33.87","","","RESTAURANT 2"
"","-25.91","","","FOODPLACE 2"
"","-0.55","","","ONLINE RETAIL THING"
"","-4.63","","","ONLINE RETAIL THING"
"","-62.36","","","SUPER FOOD PLACE"
"","-22.22","","","CRAFT PLACE"
"","-2.35","","","RESTAURANT 2"
"","-6.07","","","SUPER FOOD PLACE"
