"","-0.9","","","RESTAURANT 1"
"","-0.21","","","FIXUP HOME PLACE"
"","-1.07","","","FOODPLACE FUEL"
"","-19.12","","","RESTAURANT 3"
"","-37.58","","","FOOD STORE"
"","-89.22","","","CRAFT PLACE"
"","-33.65","","","GAS!"
"","-16.42","","","FIXUP HOME PLACE"
"","-18.98","","","RESTAURANT 2"
"","-80.65","","","FIXUP HOME PLACE"
"","-96.79","","","FIXUP HOME PLACE"
"","-10.01","","","RESTAURANT 3"
"","-66.27","","","PETROL DEPOT"
"","-36.97","","","FOODPLACE 1"
"","-4.46","","","PETROL DEPOT"
"","-8.25","","","PHARMACY"
"","-21.59","","","GAS!"
"","-40.22","","","FIXUP HOME PLACE"
"","-50.95","","","FOODPLACE FUEL"
"","-9.33","","","RESTAURANT 2"
