"","-1.39","","","FOODPLACE 2"
"","-10.08","","","SUPER FOOD PLACE"
"","-45.06","","","ONLINE RETAIL THING"
"","-24.61","","","FOODPLACE FUEL"
"","-23.35","","","FIXUP HOME PLACE"
"","-1.53","","","COFFEE SHOP"
"","-0.03","","","COFFEE SHOP"
"","-33.69","","","PETROL DEPOT"
"","-1.66","","","COFFEE SHOP"
"","-36.46","","","PETROL DEPOT"
"","-58.72","","","DOCTOR OFFICE"
"","-28.4","","","SUPER FOOD PLACE"
"","-8.24","","","FOODPLACE 1"
"","-14.8","","","HOME SUPPLY"
"","-0.59","","","RESTAURANT 2"
"","-87.21","","","RESTAURANT 1"
"","-4.56","","","DOCTOR OFFICE"
"","-21.83","","","FIXUP HOME PLACE"
"","-6.03","","","SUPER FOOD PLACE"
"","-39.63","","","FOODPLACE FUEL"
