"","-81.39","","","RESTAURANT 1"
"","-48.53","","","FIXUP HOME PLACE"
"","-58.56","","","FOODPLACE 2"
"","-2.42","","","RESTAURANT 3"
"","-69.79","","","RESTAURANT 1"
"","-2.53","","","FIXUP HOME PLACE"
"","-2.61","","","CRAFT PLACE"
"","-26.33","","","COFFEE SHOP"
"","-4.14","","","HOME SUPPLY"
"","-69.76","","","RESTAURANT 3"
"","-8.84","","","RESTAURANT 1"
"","-6.39","","","PHARMACY"
"","-5.0","","","PETROL DEPOT"
"","-25.22","","","PETROL DEPOT"
"","-0.81","","","CRAFT PLACE"
"","-9.57","","","SUPER FOOD PLACE"
"","-2.38","","","COFFEE SHOP"
"","-15.84","","","RESTAURANT 2"
"","-49.2","","","ONLINE RETAIL THING"
"","-20.72","","","FOOD STORE"
