"","-40.62","","","PHARMACY"
"","-0.03","","","FOODPLACE 2"
"","-27.48","","","FIXUP HOME PLACE"
"","-72.66","","","DOCTOR OFFICE"
"","-25.64","","","DOCTOR OFFICE"
"","-35.51","","","CRAFT PLACE"
"","-16.95","","","DOCTOR OFFICE"
"","-41.29","","","RESTAURANT 3"
"","-3.18","","","DOCTOR OFFICE"
"","-1.86","","","SUPER FOOD PLACE"
"","-11.09","","","FOODPLACE 2"
"","-4.64","","","DOCTOR OFFICE"
"","-8.45","","","FIXUP HOME PLACE"
"","-0.6","","","PHARMACY"
"","-11.64","","","FOODPLACE 1"
"","-42.35","","","GAS!"
"","-23.38","","","RESTAURANT 1"
"","-44.11","","","RESTAURANT 3"
"","-4.27","","","GAS!"
"","-2.45","","","FOODPLACE 2"
