"","-18.91","","","RESTAURANT 2"
"","-47.56","","","SUPER FOOD PLACE"
"","-4.08","","","PETROL DEPOT"
"","-15.0","","","PHARMACY"
"","-54.24","","","FOODPLACE FUEL"
"","-57.06","","","COFFEE SHOP"
"","-1.4","","","HOME SUPPLY"
"","-10.18","","","HOME SUPPLY"
"","-0.18","","","FOOD STORE"
"","-8.41","","","HOME SUPPLY"
"","-21.31","","","FOOD STORE"
"","-43.78","","","ONLINE RETAIL THING"
"","-54.91","","","PETROL DEPOT"
"","-16.22","","","CRAFT PLACE"
"","-9.31","","","GAS!"
"","-1.06","","","FOOD STORE"
"","-12.13","","","DOCTOR OFFICE"
"","-34.39","","","RESTAURANT 2"
"","-45.33","","","SUPER FOOD PLACE"
"","-0.77","","","FOODPLACE 1"
