"","-42.05","","","CRAFT PLACE"
"","-63.91","","","COFFEE SHOP"
"","-17.53","","","RESTAURANT 2"
"","-16.62","","","RESTAURANT 3"
"","-44.59","","","SUPER FOOD PLACE"
"","-7.63","","","RESTAURANT 2"
"","-14.72","","","RESTAURANT 3"
"","-32.29","","","HOME SUPPLY"
"","-13.88","","","SUPER FOOD PLACE"
"","-9.54","","","RESTAURANT 2"
"","-31.56","","","FOODPLACE FUEL"
"","-5.11","","","SUPER FOOD PLACE"
"","-13.62","","","RESTAURANT 3"
"","-2.66","","","CRAFT PLACE"
"","-75.63","","","FOODPLACE FUEL"
"","-14.29","","","COFFEE SHOP"
"","-18.92","","","RESTAURANT 2"
"","-11.92","","","RESTAURANT 3"
"","-22.23","","","FIXUP HOME PLACE"
"","-1.39","","","FOODPLACE 2"
