"","-4.34","","","DOCTOR OFFICE"
"","-32.68","","","FOOD STORE"
"","-51.47","","","SUPER FOOD PLACE"
"","-88.21","","","GAS!"
"","-9.17","","","RESTAURANT 2"
"","-18.24","","","SUPER FOOD PLACE"
"","-18.1","","","SUPER FOOD PLACE"
"","-19.34","","","FOODPLACE FUEL"
"","-86.24","","","RESTAURANT 3"
"","-5.36","","","FOODPLACE 1"
"","-3.77","","","HOME SUPPLY"
"","-40.91","","","RESTAURANT 3"
"","-1.14","","","GAS!"
"","-15.33","","","SUPER FOOD PLACE"
"","-13.44","","","ONLINE RETAIL THING"
"","-11.73","","","RESTAURANT 2"
"","-9.82","","","PHARMACY"
"","-4.55","","","RESTAURANT 1"
"","-38.3","","","FIXUP HOME PLACE"
"","-3.68","","","FIXUP HOME PLACE"
