"","-70.09","","","RESTAURANT 1"
"","-6.48","","","HOME SUPPLY"
"","-22.5","","","ONLINE RETAIL THING"
"","-30.99","","","PHARMACY"
"","-0.77","","","FOOD STORE"
"","-0.3","","","FOODPLACE FUEL"
"","-0.94","","","HOME SUPPLY"
"","-15.73","","","ONLINE RETAIL THING"
"","-8.58","","","PHARMACY"
"","-16.85","","","ONLINE RETAIL THING"
"","-24.27","","","FOODPLACE FUEL"
"","-57.36","","","FIXUP HOME PLACE"
"","-0.4","","","SUPER FOOD PLACE"
"","-22.31","","","RESTAURANT 2"
"","-65.72","","","PHARMACY"
"","-10.23","","","PETROL DEPOT"
"","-1.5","","","SUPER FOOD PLACE"
"","-4.82","","","ONLINE RETAIL THING"
"","-46.94","","","FOODPLACE 1"
"","-28.15","","","FIXUP HOME PLACE"
