"","-11.05","","","RESTAURANT 3"
"","-66.99","","","FOODPLACE FUEL"
"","-1.82","","","ONLINE RETAIL THING"
"","-56.91","","","HOME SUPPLY"
"","-1.17","","","FIXUP HOME PLACE"
"","-0.59","","","COFFEE SHOP"
"","-79.59","","","COFFEE SHOP"
"","-2.05","","","PHARMACY"
"","-0.48","","","ONLINE RETAIL THING"
"","-15.81","","","GAS!"
"","-33.59","","","PHARMACY"
"","-5.74","","","HOME SUPPLY"
"","-1.27","","","ONLINE RETAIL THING"
"","-53.42","","","CRAFT PLACE"
"","-10.62","","","RESTAURANT 1"
"","-17.85","","","CRAFT PLACE"
"","-5.68","","","FOODPLACE FUEL"
"","-64.57","","","HOME SUPPLY"
"","-29.73","","","CRAFT PLACE"
"","-3.84","","","COFFEE SHOP"
