"","-13.37","","","FOODPLACE 2"
"","-10.27","","","PHARMACY"
"","-0.28","","","DOCTOR OFFICE"
"","-43.25","","","FOOD STORE"
"","-27.71","","","RESTAURANT 2"
"","-48.09","","","GAS!"
"","-13.12","","","CRAFT PLACE"
"","-33.41","","","HOME SUPPLY"
"","-9.87","","","PHARMACY"
"","-35.82","","","COFFEE SHOP"
"","-19.52","","","PETROL DEPOT"
"","-21.75","","","RESTAURANT 3"
"","-53.19","","","SUPER FOOD PLACE"
"","-10.17","","","RESTAURANT 3"
"","-57.53","","","HOME SUPPLY"
"","-33.97","","","PETROL DEPOT"
"","-53.77","","","FOODPLACE 2"
"","-52.89","","","PETROL DEPOT"
"","-21.26","","","FOODPLACE 2"
"","-48.24","","","RESTAURANT 3"
