"","-30.26","","","RESTAURANT 3"
"","-11.6","","","CRAFT PLACE"
"","-34.36","","","CRAFT PLACE"
"","-78.07","","","RESTAURANT 3"
"","-9.46","","","FOODPLACE 2"
"","-2.6","","","FOODPLACE 2"
"","-4.21","","","COFFEE SHOP"
"","-57.54","","","DOCTOR OFFICE"
"","-34.26","","","FOODPLACE 1"
"","-8.97","","","HOME SUPPLY"
"","-78.97","","","RESTAURANT 1"
"","-1.59","","","RESTAURANT 1"
"","-17.96","","","FOODPLACE 1"
"","-14.81","","","PETROL DEPOT"
"","-22.22","","","RESTAURANT 3"
"","-3.28","","","FOOD STORE"
"","-1.52","","","CRAFT PLACE"
"","-18.6","","","PETROL DEPOT"
"","-42.29","","","FOODPLACE FUEL"
"","-35.43","","","RESTAURANT 2"
