"","-63.64","","","DOCTOR OFFICE"
"","-22.88","","","DOCTOR OFFICE"
"","-9.68","","","FIXUP HOME PLACE"
"","-12.4","","","SUPER FOOD PLACE"
"","-2.5","","","FIXUP HOME PLACE"
"","-7.85","","","SUPER FOOD PLACE"
"","-2.33","","","COFFEE SHOP"
"","-31.87","","","RESTAURANT 3"
"","-0.05","","","CRAFT PLACE"
"","-47.47","","","FOODPLACE FUEL"
"","-10.7","","","ONLINE RETAIL THING"
"","-38.62","","","FOOD STORE"
"","-12.69","","","SUPER FOOD PLACE"
"","-2.89","","","SUPER FOOD PLACE"
"","-3.11","","","CRAFT PLACE"
"","-47.94","","","FOODPLACE 2"
"","-10.17","","","SUPER FOOD PLACE"
"","-13.72","","","FOOD STORE"
"","-50.94","","","FOODPLACE 2"
"","-44.67","","","PHARMACY"
