"","-23.82","","","RESTAURANT 3"
"","-31.26","","","COFFEE SHOP"
"","-3.28","","","RESTAURANT 2"
"","-63.81","","","RESTAURANT 3"
"","-23.89","","","DOCTOR OFFICE"
"","-0.76","","","GAS!"
"","-20.59","","","RESTAURANT 1"
"","-45.05","","","COFFEE SHOP"
"","-0.4","","","FIXUP HOME PLACE"
"","-16.86","","","CRAFT PLACE"
"","-47.72","","","CRAFT PLACE"
"","-2.86","","","PETROL DEPOT"
"","-9.52","","","CRAFT PLACE"
"","-27.46","","","GAS!"
"","-12.34","","","FOODPLACE 1"
"","-3.88","","","FOODPLACE FUEL"
"","-3.79","","","HOME SUPPLY"
"","-8.61","","","ONLINE RETAIL THING"
"","-73.43","","","FOODPLACE 1"
"","-20.8","","","PHARMACY"
