"","-1.79","","","FOODPLACE FUEL"
"","-35.27","","","DOCTOR OFFICE"
"","-37.8","","","CRAFT PLACE"
"","-22.18","","","DOCTOR OFFICE"
"","-4.74","","","FOODPLACE 2"
"","-25.14","","","FOODPLACE FUEL"
"","-5.63","","","RESTAURANT 1"
"","-55.72","","","RESTAURANT 1"
"","-14.65","","","FIXUP HOME PLACE"
"","-77.28","","","CRAFT PLACE"
"","-35.87","","","DOCTOR OFFICE"
"","-34.09","","","FOODPLACE 1"
"","-29.92","","","DOCTOR OFFICE"
"","-43.15","","","GAS!"
"","-5.91","","","GAS!"
"","-28.4","","","RESTAURANT 2"
"","-3.3","","","FOODPLACE FUEL"
"","-43.65","","","DOCTOR OFFICE"
"","-56.88","","","FOODPLACE 1"
"","-3.93","","","PHARMACY"
