"","-32.42","","","RESTAURANT 3"
"","-2.86","","","COFFEE SHOP"
"","-31.99","","","HOME SUPPLY"
"","-4.15","","","SUPER FOOD PLACE"
"","-47.69","","","PHARMACY"
"","-6.63","","","FOODPLACE FUEL"
"","-7.21","","","HOME SUPPLY"
"","-26.71","","","FOOD STORE"
"","-5.0","","","RESTAURANT 2"
"","-0.29","","","GAS!"
"","-23.15","","","SUPER FOOD PLACE"
"","-2.77","","","HOME SUPPLY"
"","-1.85","","","FOOD STORE"
"","-61.42","","","RESTAURANT 3"
"","-29.61","","","FOODPLACE 2"
"","-8.67","","","RESTAURANT 3"
"","-55.28","","","HOME SUPPLY"
"","-5.79","","","CRAFT PLACE"
"","-6.32","","","FOODPLACE FUEL"
"","-1.64","","","RESTAURANT 2"
