"","-32.81","","","DOCTOR OFFICE"
"","-15.01","","","RESTAURANT 3"
"","-20.31","","","FOODPLACE FUEL"
"","-45.62","","","FIXUP HOME PLACE"
"","-55.72","","","FOODPLACE FUEL"
"","-4.35","","","DOCTOR OFFICE"
"","-1.43","","","DOCTOR OFFICE"
"","-18.31","","","CRAFT PLACE"
"","-71.48","","","FOOD STORE"
"","-1.61","","","FOOD STORE"
"","-55.31","","","ONLINE RETAIL THING"
"","-59.24","","","COFFEE SHOP"
"","-36.24","","","DOCTOR OFFICE"
"","-3.04","","","DOCTOR OFFICE"
"","-54.3","","","COFFEE SHOP"
"","-71.11","","","FOODPLACE FUEL"
"","-15.62","","","RESTAURANT 3"
"","-81.03","","","FOODPLACE FUEL"
"","-90.9","","","PETROL DEPOT"
"","-2.73","","","CRAFT PLACE"
