"","-64.66","","","HOME SUPPLY"
"","-71.36","","","RESTAURANT 1"
"","-47.87","","","HOME SUPPLY"
"","-2.97","","","PHARMACY"
"","-5.04","","","CRAFT PLACE"
"","-18.49","","","ONLINE RETAIL THING"
"","-2.01","","","CRAFT PLACE"
"","-7.41","","","DOCTOR OFFICE"
"","-0.67","","","PETROL DEPOT"
"","-24.84","","","RESTAURANT 1"
"","-24.47","","","FOOD STORE"
"","-4.08","","","PHARMACY"
"","-1.07","","","PETROL DEPOT"
"","-18.22","","","PETROL DEPOT"
"","-8.67","","","FOODPLACE FUEL"
"","-0.37","","","FOODPLACE FUEL"
"","-4.68","","","SUPER FOOD PLACE"
"","-41.57","","","ONLINE RETAIL THING"
"","-8.68","","","FOODPLACE 1"
"","-63.2","","","FOODPLACE FUEL"
