"","-0.95","","","HOME SUPPLY"
"","-3.41","","","RESTAURANT 3"
"","-43.07","","","HOME SUPPLY"
"","-68.4","","","SUPER FOOD PLACE"
"","-16.43","","","FOOD STORE"
"","-13.52","","","SUPER FOOD PLACE"
"","-58.7","","","FOODPLACE 2"
"","-77.91","","","SUPER FOOD PLACE"
"","-6.8","","","CRAFT PLACE"
"","-41.6","","","PHARMACY"
"","-6.79","","","COFFEE SHOP"
"","-33.63","","","FIXUP HOME PLACE"
"","-35.2","","","FOODPLACE 2"
"","-5.31","","","RESTAURANT 2"
"","-4.01","","","COFFEE SHOP"
"","-1.5","","","FIXUP HOME PLACE"
"","-2.43","","","FOODPLACE 2"
"","-51.31","","","PETROL DEPOT"
"","-1.35","","","FOODPLACE FUEL"
"","-24.41","","","HOME SUPPLY"
