"","-30.67","","","PETROL DEPOT"
"","-0.54","","","GAS!"
"","-53.78","","","GAS!"
"","-2.66","","","SUPER FOOD PLACE"
"","-29.89","","","RESTAURANT 1"
"","-57.29","","","SUPER FOOD PLACE"
"","-52.05","","","GAS!"
"","-13.69","","","FOODPLACE FUEL"
"","-3.68","","","FOODPLACE FUEL"
"","-26.54","","","PETROL DEPOT"
"","-8.58","","","RESTAURANT 1"
"","-11.98","","","RESTAURANT 2"
"","-91.62","","","GAS!"
"","-13.2","","","RESTAURANT 1"
"","-5.42","","","CRAFT PLACE"
"","-7.52","","","ONLINE RETAIL THING"
"","-0.2","","","CRAFT PLACE"
"","-8.47","","","COFFEE SHOP"
"","-12.41","","","ONLINE RETAIL THING"
"","-92.38","","","SUPER FOOD PLACE"
