"","-0.53","","","PETROL DEPOT"
"","-83.32","","","RESTAURANT 2"
"","-6.64","","","FOOD STORE"
"","-2.71","","","ONLINE RETAIL THING"
"","-50.08","","","RESTAURANT 2"
"","-1.35","","","SUPER FOOD PLACE"
"","-61.9","","","RESTAURANT 3"
"","-60.2","","","DOCTOR OFFICE"
"","-17.05","","","PHARMACY"
"","-18.46","","","FOOD STORE"
"","-4.83","","","ONLINE RETAIL THING"
"","-34.93","","","PHARMACY"
"","-24.58","","","HOME SUPPLY"
"","-25.16","","","PHARMACY"
"","-39.88","","","FOODPLACE 1"
"","-5.83","","","COFFEE SHOP"
"","-27.68","","","FOODPLACE FUEL"
"","-0.78","","","FIXUP HOME PLACE"
"","-2.45","","","CRAFT PLACE"
"","-7.13","","","SUPER FOOD PLACE"
