"","-2.47","","","HOME SUPPLY"
"","-24.25","","","GAS!"
"","-24.41","","","SUPER FOOD PLACE"
"","-22.18","","","PHARMACY"
"","-28.92","","","FIXUP HOME PLACE"
"","-51.36","","","PETROL DEPOT"
"","-15.01","","","CRAFT PLACE"
"","-78.36","","","FIXUP HOME PLACE"
"","-1.0","","","FOODPLACE 1"
"","-41.58","","","FOOD STORE"
"","-10.9","","","FOODPLACE 1"
"","-33.81","","","CRAFT PLACE"
"","-2.84","","","FOODPLACE FUEL"
"","-6.5","","","RESTAURANT 2"
"","-18.97","","","HOME SUPPLY"
"","-12.41","","","COFFEE SHOP"
"","-49.68","","","RESTAURANT 2"
"","-36.16","","","ONLINE RETAIL THING"
"","-3.97","","","GAS!"
"","-45.67","","","HOME SUPPLY"
