"","-28.78","","","COFFEE SHOP"
"","-28.0","","","PETROL DEPOT"
"","-16.42","","","CRAFT PLACE"
"","-15.09","","","HOME SUPPLY"
"","-26.4","","","CRAFT PLACE"
"","-0.01","","","GAS!"
"","-12.85","","","SUPER FOOD PLACE"
"","-14.24","","","FIXUP HOME PLACE"
"","-1.16","","","FOODPLACE 1"
"","-27.75","","","SUPER FOOD PLACE"
"","-9.0","","","FOODPLACE FUEL"
"","-39.6","","","FOOD STORE"
"","-3.51","","","RESTAURANT 2"
"","-21.79","","","RESTAURANT 2"
"","-4.01","","","SUPER FOOD PLACE"
"","-18.69","","","FOODPLACE FUEL"
"","-30.96","","","FIXUP HOME PLACE"
"","-37.82","","","FIXUP HOME PLACE"
"","-5.16","","","RESTAURANT 3"
"","-1.78","","","FOODPLACE 1"
