"","-10.04","","","HOME SUPPLY"
"","-3.09","","","GAS!"
"","-2.28","","","RESTAURANT 1"
"","-48.07","","","FOODPLACE FUEL"
"","-5.53","","","GAS!"
"","-42.86","","","PETROL DEPOT"
"","-22.59","","","RESTAURANT 3"
"","-8.76","","","FOODPLACE 1"
"","-2.66","","","RESTAURANT 1"
"","-32.42","","","DOCTOR OFFICE"
"","-0.99","","","FOODPLACE FUEL"
"","-6.89","","","COFFEE SHOP"
"","-18.69","","","DOCTOR OFFICE"
"","-19.21","","","FOODPLACE FUEL"
"","-35.86","","","FOODPLACE FUEL"
"","-3.76","","","DOCTOR OFFICE"
"","-8.65","","","PHARMACY"
"","-1.24","","","RESTAURANT 1"
"","-42.48","","","RESTAURANT 3"
"","-14.61","","","PETROL DEPOT"
