"","-25.78","","","COFFEE SHOP"
"","-4.64","","","COFFEE SHOP"
"","-73.53","","","FOODPLACE FUEL"
"","-0.01","","","SUPER FOOD PLACE"
"","-33.98","","","SUPER FOOD PLACE"
"","-73.7","","","SUPER FOOD PLACE"
"","-2.48","","","FOODPLACE 1"
"","-76.72","","","FOODPLACE 2"
"","-22.95","","","CRAFT PLACE"
"","-25.45","","","PETROL DEPOT"
"","-9.35","","","COFFEE SHOP"
"","-0.99","","","CRAFT PLACE"
"","-4.96","","","PETROL DEPOT"
"","-22.32","","","CRAFT PLACE"
"","-13.64","","","CRAFT PLACE"
"","-9.88","","","CRAFT PLACE"
"","-5.48","","","ONLINE RETAIL THING"
"","-12.06","","","FOODPLACE 1"
"","-5.41","","","FIXUP HOME PLACE"
"","-13.58","","","PHARMACY"
