"","-56.19","","","ONLINE RETAIL THING"
"","-0.43","","","FOODPLACE FUEL"
"","-6.33","","","CRAFT PLACE"
"","-7.96","","","COFFEE SHOP"
"","-10.26","","","HOME SUPPLY"
"","-19.86","","","GAS!"
"","-87.93","","","RESTAURANT 1"
"","-37.82","","","ONLINE RETAIL THING"
"","-38.54","","","RESTAURANT 3"
"","-1.13","","","HOME SUPPLY"
"","-53.47","","","DOCTOR OFFICE"
"","-63.32","","","SUPER FOOD PLACE"
"","-8.84","","","PETROL DEPOT"
"","-10.54","","","FOODPLACE 1"
"","-40.11","","","FIXUP HOME PLACE"
"","-0.09","","","COFFEE SHOP"
"","-49.74","","","GAS!"
"","-15.89","","","COFFEE SHOP"
"","-8.57","","","RESTAURANT 3"
"","-31.52","","","FOOD STORE"
