"","-26.3","","","HOME SUPPLY"
"","-17.87","","","GAS!"
"","-6.28","","","FOOD STORE"
"","-5.93","","","ONLINE RETAIL THING"
"","-40.31","","","FOOD STORE"
"","-3.06","","","HOME SUPPLY"
"","-2.83","","","SUPER FOOD PLACE"
"","-65.67","","","FOOD STORE"
"","-0.12","","","CRAFT PLACE"
"","-15.2","","","PHARMACY"
"","-14.78","","","FOODPLACE 2"
"","-27.61","","","PETROL DEPOT"
"","-2.63","","","FOOD STORE"
"","-16.36","","","RESTAURANT 3"
"","-74.5","","","RESTAURANT 3"
"","-14.26","","","FOODPLACE 1"
"","-23.53","","","DOCTOR OFFICE"
"","-26.23","","","FIXUP HOME PLACE"
"","-9.13","","","COFFEE SHOP"
"","-41.99","","","FOOD STORE"
