"","-11.64","","","GAS!"
"","-33.02","","","RESTAURANT 2"
"","-31.98","","","ONLINE RETAIL THING"
"","-3.42","","","RESTAURANT 1"
"","-42.47","","","RESTAURANT 2"
"","-22.04","","","CRAFT PLACE"
"","-1.21","","","CRAFT PLACE"
"","-53.16","","","FOOD STORE"
"","-27.34","","","FIXUP HOME PLACE"
"","-11.92","","","COFFEE SHOP"
"","-39.54","","","SUPER FOOD PLACE"
"","-19.83","","","CRAFT PLACE"
"","-12.83","","","RESTAURANT 2"
"","-21.95","","","FIXUP HOME PLACE"
"","-46.16","","","CRAFT PLACE"
"","-1.6","","","FOODPLACE FUEL"
"","-22.08","","","RESTAURANT 3"
"","-2.64","","","FOOD STORE"
"","-55.01","","","FOOD STORE"
"","-42.02","","","COFFEE SHOP"
