"","-5.28","","","FOODPLACE 2"
"","-20.93","","","PHARMACY"
"","-31.61","","","PETROL DEPOT"
"","-14.03","","","RESTAURANT 3"
"","-35.4","","","ONLINE RETAIL THING"
"","-17.95","","","RESTAURANT 2"
"","-16.79","","","FOODPLACE 2"
"","-75.9","","","FOODPLACE FUEL"
"","-51.9","","","SUPER FOOD PLACE"
"","-13.01","","","RESTAURANT 2"
"","-31.34","","","FOODPLACE 2"
"","-30.43","","","RESTAURANT 1"
"","-1.98","","","SUPER FOOD PLACE"
"","-11.85","","","FOODPLACE FUEL"
"","-24.15","","","SUPER FOOD PLACE"
"","-13.97","","","FOOD STORE"
"","-14.48","","","PHARMACY"
"","-0.79","","","RESTAURANT 3"
"","-25.62","","","PETROL DEPOT"
"","-4.26","","","FOODPLACE 1"
