"","-0.48","","","RESTAURANT 1"
"","-5.8","","","COFFEE SHOP"
"","-21.24","","","FOODPLACE 1"
"","-49.86","","","FOOD STORE"
"","-18.23","","","GAS!"
"","-54.31","","","DOCTOR OFFICE"
"","-25.5","","","PETROL DEPOT"
"","-55.9","","","FIXUP HOME PLACE"
"","-0.95","","","SUPER FOOD PLACE"
"","-45.11","","","GAS!"
"","-36.52","","","HOME SUPPLY"
"","-1.68","","","RESTAURANT 3"
"","-25.44","","","FOOD STORE"
"","-34.54","","","PETROL DEPOT"
"","-2.32","","","DOCTOR OFFICE"
"","-18.91","","","RESTAURANT 3"
"","-66.45","","","PHARMACY"
"","-40.69","","","FIXUP HOME PLACE"
"","-19.68","","","ONLINE RETAIL THING"
"","-17.73","","","DOCTOR OFFICE"
