"","-8.15","","","FOODPLACE 1"
"","-0.11","","","FIXUP HOME PLACE"
"","-75.3","","","SUPER FOOD PLACE"
"","-1.23","","","ONLINE RETAIL THING"
"","-45.33","","","SUPER FOOD PLACE"
"","-65.82","","","RESTAURANT 3"
"","-15.58","","","PETROL DEPOT"
"","-18.96","","","GAS!"
"","-10.16","","","SUPER FOOD PLACE"
"","-6.69","","","CRAFT PLACE"
"","-25.92","","","FOODPLACE FUEL"
"","-42.28","","","RESTAURANT 2"
"","-88.41","","","RESTAURANT 2"
"","-41.11","","","FOOD STORE"
"","-90.95","","","FOODPLACE FUEL"
"","-20.68","","","HOME SUPPLY"
"","-19.08","","","PHARMACY"
"","-12.72","","","CRAFT PLACE"
"","-25.11","","","FOODPLACE 1"
"","-0.65","","","RESTAURANT 2"
