"","-24.06","","","FIXUP HOME PLACE"
"","-5.07","","","GAS!"
"","-17.52","","","FIXUP HOME PLACE"
"","-15.77","","","FIXUP HOME PLACE"
"","-55.32","","","FOODPLACE 2"
"","-7.98","","","GAS!"
"","-28.24","","","PHARMACY"
"","-12.1","","","HOME SUPPLY"
"","-1.4","","","ONLINE RETAIL THING"
"","-49.59","","","SUPER FOOD PLACE"
"","-34.6","","","DOCTOR OFFICE"
"","-16.14","","","FOODPLACE 2"
"","-50.16","","","RESTAURANT 1"
"","-77.05","","","FOODPLACE 1"
"","-35.26","","","FOOD STORE"
"","-77.7","","","FOOD STORE"
"","-18.06","","","PHARMACY"
"","-14.96","","","PETROL DEPOT"
"","-30.67","","","RESTAURANT 3"
"","-2.14","","","PETROL DEPOT"
