"","-51.22","","","CRAFT PLACE"
"","-2.13","","","FOOD STORE"
"","-1.02","","","PETROL DEPOT"
"","-7.77","","","FIXUP HOME PLACE"
"","-49.91","","","COFFEE SHOP"
"","-9.41","","","ONLINE RETAIL THING"
"","-0.35","","","PETROL DEPOT"
"","-25.9","","","PETROL DEPOT"
"","-6.41","","","SUPER FOOD PLACE"
"","-49.43","","","PETROL DEPOT"
"","-67.46","","","RESTAURANT 3"
"","-2.11","","","RESTAURANT 1"
"","-48.15","","","FIXUP HOME PLACE"
"","-16.37","","","FIXUP HOME PLACE"
"","-70.51","","","DOCTOR OFFICE"
"","-3.75","","","GAS!"
"","-6.56","","","COFFEE SHOP"
"","-39.41","","","CRAFT PLACE"
"","-0.39","","","FOOD STORE"
