"","-1.65","","","CRAFT PLACE"
"","-11.21","","","FOOD STORE"
"","-5.76","","","CRAFT PLACE"
"","-47.23","","","RESTAURANT 3"
"","-87.03","","","FOODPLACE FUEL"
"","-6.83","","","HOME SUPPLY"
"","-4.29","","","GAS!"
"","-9.44","","","HOME SUPPLY"
"","-3.91","","","PETROL DEPOT"
"","-65.47","","","RESTAURANT 1"
"","-54.9","","","PETROL DEPOT"
"","-10.07","","","RESTAURANT 3"
"","-36.71","","","RESTAURANT 3"
"","-24.67","","","COFFEE SHOP"
"","-3.86","","","FOODPLACE FUEL"
"","-5.76","","","ONLINE RETAIL THING"
"","-48.93","","","PHARMACY"
"","-21.52","","","FOOD STORE"
"","-24.36","","","FOODPLACE 2"
"","-54.36","","","RESTAURANT 2"
