"","-56.34","","","FOOD STORE"
"","-51.77","","","RESTAURANT 3"
"","-8.09","","","GAS!"
"","-13.42","","","GAS!"
"","-7.74","","","RESTAURANT 3"
"","-11.68","","","CRAFT PLACE"
"","-38.75","","","GAS!"
"","-12.5","","","PHARMACY"
"","-7.05","","","COFFEE SHOP"
"","-32.02","","","GAS!"
"","-2.94","","","CRAFT PLACE"
"","-65.02","","","PETROL DEPOT"
"","-19.02","","","FIXUP HOME PLACE"
"","-0.89","","","CRAFT PLACE"
"","-3.06","","","GAS!"
"","-1.76","","","FOODPLACE 2"
"","-31.21","","","HOME SUPPLY"
"","-33.91","","","FIXUP HOME PLACE"
"","-3.01","","","SUPER FOOD PLACE"
"","-17.12","","","PHARMACY"
