"","-6.73","","","FOOD STORE"
"","-8.92","","","GAS!"
"","-14.87","","","FOODPLACE FUEL"
"","-37.84","","","ONLINE RETAIL THING"
"","-1.38","","","ONLINE RETAIL THING"
"","-6.74","","","GAS!"
"","-1.5","","","SUPER FOOD PLACE"
"","-30.18","","","ONLINE RETAIL THING"
"","-35.87","","","PETROL DEPOT"
"","-2.68","","","HOME SUPPLY"
"","-13.78","","","RESTAURANT 3"
"","-13.19","","","FOODPLACE 2"
"","-46.36","","","RESTAURANT 3"
"","-14.63","","","FOODPLACE FUEL"
"","-3.89","","","PETROL DEPOT"
"","-30.57","","","RESTAURANT 1"
"","-23.36","","","PHARMACY"
"","-17.15","","","HOME SUPPLY"
"","-8.15","","","PETROL DEPOT"
"","-1.96","","","COFFEE SHOP"
