"","-0.96","","","PETROL DEPOT"
"","-14.88","","","HOME SUPPLY"
"","-2.27","","","RESTAURANT 2"
"","-13.15","","","FOOD STORE"
"","-33.67","","","ONLINE RETAIL THING"
"","-6.29","","","RESTAURANT 2"
"","-53.28","","","FOODPLACE FUEL"
"","-87.7","","","FIXUP HOME PLACE"
"","-12.07","","","FIXUP HOME PLACE"
"","-14.92","","","SUPER FOOD PLACE"
"","-11.32","","","FOODPLACE 1"
"","-0.68","","","SUPER FOOD PLACE"
"","-51.58","","","GAS!"
"","-15.6","","","PHARMACY"
"","-0.46","","","HOME SUPPLY"
"","-5.94","","","DOCTOR OFFICE"
"","-13.7","","","FOOD STORE"
"","-35.8","","","RESTAURANT 2"
"","-2.14","","","RESTAURANT 2"
"","-31.66","","","RESTAURANT 3"
