"","-1.66","","","RESTAURANT 1"
"","-9.26","","","COFFEE SHOP"
"","-1.68","","","CRAFT PLACE"
"","-3.39","","","SUPER FOOD PLACE"
"","-5.25","","","FOOD STORE"
"","-32.87","","","PETROL DEPOT"
"","-26.65","","","SUPER FOOD PLACE"
"","-34.16","","","HOME SUPPLY"
"","-5.43","","","FIXUP HOME PLACE"
"","-9.94","","","FOODPLACE FUEL"
"","-13.19","","","PHARMACY"
"","-41.75","","","GAS!"
"","-63.77","","","RESTAURANT 2"
"","-1.55","","","PHARMACY"
"","-50.12","","","CRAFT PLACE"
"","-1.29","","","DOCTOR OFFICE"
"","-7.87","","","CRAFT PLACE"
"","-1.81","","","COFFEE SHOP"
"","-5.13","","","GAS!"
"","-17.65","","","RESTAURANT 3"
