"","-18.12","","","GAS!"
"","-13.68","","","COFFEE SHOP"
"","-19.43","","","SUPER FOOD PLACE"
"","-38.34","","","SUPER FOOD PLACE"
"","-14.45","","","RESTAURANT 3"
"","-21.09","","","HOME SUPPLY"
"","-18.12","","","COFFEE SHOP"
"","-20.37","","","DOCTOR OFFICE"
"","-0.42","","","PHARMACY"
"","-17.48","","","RESTAURANT 1"
"","-9.19","","","COFFEE SHOP"
"","-6.05","","","FOODPLACE FUEL"
"","-7.13","","","ONLINE RETAIL THING"
"","-42.45","","","PETROL DEPOT"
"","-41.49","","","FOODPLACE 2"
"","-19.12","","","ONLINE RETAIL THING"
"","-18.26","","","PHARMACY"
"","-36.34","","","FOODPLACE 2"
"","-1.64","","","FOOD STORE"
"","-5.55","","","ONLINE RETAIL THING"
