"","-21.63","","","GAS!"
"","-13.15","","","FOODPLACE FUEL"
"","-18.22","","","PHARMACY"
"","-19.93","","","RESTAURANT 3"
"","-30.53","","","RESTAURANT 1"
"","-69.63","","","HOME SUPPLY"
"","-3.54","","","CRAFT PLACE"
"","-18.61","","","PETROL DEPOT"
"","-10.81","","","HOME SUPPLY"
"","-32.17","","","HOME SUPPLY"
"","-22.57","","","FOOD STORE"
"","-6.71","","","RESTAURANT 1"
"","-2.51","","","FOODPLACE 2"
"","-45.67","","","FOOD STORE"
"","-64.22","","","PHARMACY"
"","-12.88","","","HOME SUPPLY"
"","-9.16","","","ONLINE RETAIL THING"
"","-29.45","","","RESTAURANT 3"
"","-6.49","","","HOME SUPPLY"
"","-87.25","","","PETROL DEPOT"
