"","-1.28","","","FIXUP HOME PLACE"
"","-9.61","","","GAS!"
"","-39.81","","","CRAFT PLACE"
"","-12.6","","","FOODPLACE 1"
"","-56.56","","","FIXUP HOME PLACE"
"","-19.17","","","FIXUP HOME PLACE"
"","-19.43","","","RESTAURANT 3"
"","-53.86","","","DOCTOR OFFICE"
"","-35.49","","","RESTAURANT 1"
"","-25.39","","","GAS!"
"","-68.86","","","SUPER FOOD PLACE"
"","-45.91","","","ONLINE RETAIL THING"
"","-1.31","","","FIXUP HOME PLACE"
"","-16.66","","","HOME SUPPLY"
"","-2.14","","","DOCTOR OFFICE"
"","-20.73","","","HOME SUPPLY"
"","-15.35","","","CRAFT PLACE"
"","-19.66","","","RESTAURANT 1"
"","-15.6","","","RESTAURANT 2"
"","-6.81","","","RESTAURANT 1"
