"","-0.39","","","PHARMACY"
"","-17.7","","","RESTAURANT 3"
"","-4.92","","","GAS!"
"","-1.01","","","FOOD STORE"
"","-1.42","","","PETROL DEPOT"
"","-17.46","","","FOODPLACE FUEL"
"","-31.79","","","PETROL DEPOT"
"","-17.34","","","SUPER FOOD PLACE"
"","-27.88","","","RESTAURANT 2"
"","-21.19","","","RESTAURANT 2"
"","-0.47","","","PHARMACY"
"","-28.32","","","FOODPLACE FUEL"
"","-18.97","","","RESTAURANT 1"
"","-10.7","","","FOODPLACE FUEL"
"","-3.53","","","ONLINE RETAIL THING"
"","-18.08","","","RESTAURANT 3"
"","-36.9","","","FOODPLACE 1"
"","-94.01","","","RESTAURANT 2"
"","-10.99","","","FIXUP HOME PLACE"
"","-22.17","","","GAS!"
