"","-27.58","","","SUPER FOOD PLACE"
"","-41.74","","","FOODPLACE 1"
"","-18.09","","","FOODPLACE FUEL"
"","-48.67","","","CRAFT PLACE"
"","-53.11","","","FIXUP HOME PLACE"
"","-57.87","","","RESTAURANT 2"
"","-52.64","","","SUPER FOOD PLACE"
"","-62.7","","","ONLINE RETAIL THING"
"","-25.17","","","GAS!"
"","-15.27","","","RESTAURANT 2"
"","-54.78","","","FIXUP HOME PLACE"
"","-9.66","","","GAS!"
"","-0.62","","","ONLINE RETAIL THING"
"","-27.78","","","RESTAURANT 2"
"","-55.36","","","FOODPLACE 1"
"","-6.65","","","FOODPLACE 2"
"","-32.27","","","CRAFT PLACE"
"","-9.21","","","PHARMACY"
"","-16.9","","","RESTAURANT 1"
"","-24.4","","","GAS!"
