"","-29.16","","","FOODPLACE 1"
"","-19.0","","","FOODPLACE 1"
"","-16.88","","","PHARMACY"
"","-1.91","","","FOODPLACE 2"
"","-26.6","","","PETROL DEPOT"
"","-5.62","","","ONLINE RETAIL THING"
"","-9.07","","","CRAFT PLACE"
"","-15.97","","","RESTAURANT 2"
"","-71.39","","","DOCTOR OFFICE"
"","-10.32","","","RESTAURANT 3"
"","-7.15","","","CRAFT PLACE"
"","-74.39","","","RESTAURANT 2"
"","-32.68","","","FOODPLACE FUEL"
"","-8.57","","","FOODPLACE 1"
"","-4.56","","","ONLINE RETAIL THING"
"","-3.45","","","GAS!"
"","-9.17","","","FIXUP HOME PLACE"
"","-13.0","","","FOODPLACE 2"
"","-9.04","","","HOME SUPPLY"
"","-20.22","","","ONLINE RETAIL THING"
