"","-9.8","","","CRAFT PLACE"
"","-1.18","","","ONLINE RETAIL THING"
"","-19.7","","","RESTAURANT 1"
"","-30.36","","","DOCTOR OFFICE"
"","-65.59","","","DOCTOR OFFICE"
"","-15.04","","","SUPER FOOD PLACE"
"","-5.54","","","FOODPLACE FUEL"
"","-50.29","","","FOOD STORE"
"","-20.81","","","PHARMACY"
"","-4.24","","","FOOD STORE"
"","-22.98","","","FIXUP HOME PLACE"
"","-37.96","","","RESTAURANT 1"
"","-56.99","","","SUPER FOOD PLACE"
"","-56.95","","","FOODPLACE 2"
"","-8.55","","","RESTAURANT 2"
"","-3.4","","","PHARMACY"
"","-11.3","","","ONLINE RETAIL THING"
"","-33.82","","","FOODPLACE 2"
"","-7.92","","","PETROL DEPOT"
"","-25.36","","","ONLINE RETAIL THING"
