"","-34.72","","","FOOD STORE"
"","-78.36","","","CRAFT PLACE"
"","-27.5","","","PHARMACY"
"","-12.77","","","RESTAURANT 2"
"","-79.37","","","RESTAURANT 3"
"","-2.13","","","RESTAURANT 1"
"","-37.69","","","GAS!"
"","-3.38","","","RESTAURANT 2"
"","-79.76","","","FOODPLACE 1"
"","-13.32","","","FOODPLACE FUEL"
"","-3.96","","","FOODPLACE 2"
"","-28.8","","","FOODPLACE 2"
"","-20.89","","","CRAFT PLACE"
"","-28.62","","","FIXUP HOME PLACE"
"","-35.84","","","SUPER FOOD PLACE"
"","-39.76","","","DOCTOR OFFICE"
"","-21.8","","","HOME SUPPLY"
"","-53.03","","","ONLINE RETAIL THING"
"","-58.39","","","CRAFT PLACE"
"","-57.21","","","RESTAURANT 3"
