"","-53.47","","","RESTAURANT 1"
"","-21.87","","","RESTAURANT 3"
"","-8.23","","","FOODPLACE FUEL"
"","-22.48","","","RESTAURANT 1"
"","-71.4","","","GAS!"
"","-8.17","","","CRAFT PLACE"
"","-2.79","","","RESTAURANT 3"
"","-19.76","","","RESTAURANT 1"
"","-1.73","","","FIXUP HOME PLACE"
"","-18.2","","","FOODPLACE 2"
"","-19.54","","","FOOD STORE"
"","-26.35","","","FOODPLACE 1"
"","-36.94","","","CRAFT PLACE"
"","-17.79","","","FOOD STORE"
"","-12.76","","","FOOD STORE"
"","-22.08","","","FOODPLACE FUEL"
"","-28.22","","","RESTAURANT 1"
"","-0.41","","","CRAFT PLACE"
"","-93.44","","","GAS!"
"","-48.07","","","PHARMACY"
