"","-0.39","","","CRAFT PLACE"
"","-24.16","","","GAS!"
"","-24.93","","","FOOD STORE"
"","-29.77","","","FOODPLACE 2"
"","-22.58","","","CRAFT PLACE"
"","-6.48","","","RESTAURANT 1"
"","-4.57","","","COFFEE SHOP"
"","-3.84","","","DOCTOR OFFICE"
"","-18.45","","","FOODPLACE 2"
"","-1.34","","","GAS!"
"","-13.94","","","COFFEE SHOP"
"","-1.15","","","GAS!"
"","-5.96","","","RESTAURANT 2"
"","-0.14","","","HOME SUPPLY"
"","-67.5","","","FOOD STORE"
"","-34.19","","","FOODPLACE FUEL"
"","-8.63","","","HOME SUPPLY"
"","-24.63","","","SUPER FOOD PLACE"
"","-55.92","","","FOODPLACE 1"
"","-14.89","","","GAS!"
